ID	Gene.symbol	Gene.title	log2(fold change)	-log10(Pvalue)
YpesChrORF_YPO0114_s_at	metJ	transcriptional repressor protein MetJ	3.094	2.328
YpesChrORF_YPO0117_s_at	metF	5,10-methylenetetrahydrofolate reductase	2.325	1.865
YpesChrORF_YPO0119_s_at	YPO0119	insertion element DNA-binding protein	2.174	1.917
YpesChrORF_YPO0120_s_at	glpR	DNA-binding transcriptional repressor GlpR	2.324	1.671
YpesChrORF_YPO0121_s_at	glpG	intramembrane serine protease GlpG	3.095	2.981
YpesChrORF_YPO0123_s_at	malT	transcriptional regulator MalT	2.067	2.223
YpesChrORF_YPO0126_s_at	malQ	4-alpha-glucanotransferase	4.113	3.24
YpesChrORF_YPO0130_s_at	YPO0130	hypothetical protein	2.964	1.882
YpesChrORF_YPO0133_s_at	feoA	ferrous iron transport protein A	3.065	1.851
YpesChrORF_YPO0134_s_at	YPO0134	hypothetical protein	2.591	1.888
YpesChrORF_YPO0136_s_at	ompR	osmolarity response regulator	2.026	1.94
YpesChrORF_YPO0137_s_at	envZ	osmolarity sensor protein	3.631	2.757
YpesChrORF_YPO0138_s_at	pckA	phosphoenolpyruvate carboxykinase	3.026	2.02
YpesChrORF_YPO0140_s_at	hslR	heat shock protein 15	2.841	3.072
YpesChrORF_YPO0142_s_at	YPO0142	hypothetical protein	2.353	1.9
YpesChrORF_YPO0143_at			1.932	1.738
YpesChrORF_YPO0144_s_at	nudE	ADP compounds hydrolase NudE	2.65	2.189
YpesChrORF_YPO0145_s_at	mrcA	peptidoglycan synthetase	1.751	1.638
YpesChrORF_YPO0146_s_at	YPO0146	hypothetical protein	2.416	1.843
YpesChrORF_YPO0149_s_at	YPO0149	hypothetical protein	2.952	2.655
YpesChrORF_YPO0151_s_at	aroK	shikimate kinase I	3.451	3.1
YpesChrORF_YPO0152_s_at	aroB	3-dehydroquinate synthase	3.284	1.646
YpesChrORF_YPO0153_s_at	YPO0153	hypothetical protein	3.45	2.233
YpesChrORF_YPO0155_s_at	rpe	ribulose-phosphate 3-epimerase	3.245	2.34
YpesChrORF_YPO0156_s_at	gph	phosphoglycolate phosphatase	2.928	2.271
YpesChrORF_YPO0158_s_at	cysG	siroheme synthase	3.186	2.873
YpesChrORF_YPO0160_s_at	nirD	nitrite reductase small subunit	3.584	2.741
YpesChrORF_YPO0161_s_at	nirB	nitrite reductase	1.861	1.694
YpesChrORF_YPO0162_s_at	codA	cytosine deaminase	2.383	2.626
YpesChrORF_YPO0163_s_at	YPO0163	hypothetical protein	3.032	2.526
YpesChrORF_YPO0165_s_at	YPO0165	LacI family transcriptional regulator	2.436	2.489
YpesChrORF_YPO0168_s_at	YPO0168	hypothetical protein	2.562	1.687
YpesChrORF_YPO0169_s_at	pabA	para-aminobenzoate synthase component II	3.259	2.187
YpesChrORF_YPO0174_s_at	YPO0174	hypothetical protein	2.439	1.823
YpesChrORF_YPO0175_s_at	crp	cAMP-regulatory protein	4.131	3.938
YpesChrORF_YPO0177_s_at	YPO0177	hypothetical protein	3.974	2.912
YpesChrORF_YPO0180_s_at	YPO0180	hydrolase	3.838	2.958
YpesChrORF_YPO0181_s_at	YPO0181	ABC transporter	3.3	2.286
YpesChrORF_YPO0183_s_at	tauB	taurine transporter ATP-binding protein	4.281	3.664
YpesChrORF_YPO0185_s_at	tauD	taurine dioxygenase	2.566	2.3
YpesChrORF_YPO0187_s_at	YPO0187	glycosyl transferase	2.853	2.625
YpesChrORF_YPO0193_s_at	slyD	FKBP-type peptidylprolyl isomerase	1.911	1.706
YpesChrORF_YPO0194_s_at	YPO0194	hypothetical protein	3.504	3.065
YpesChrORF_YPO0197_s_at	YPO0197	sulfur transfer complex subunit TusD	3.041	1.72
YpesChrORF_YPO0198_s_at	YPO0198	sulfur relay protein TusC	2.854	1.878
YpesChrORF_YPO0201_s_at	rpsG	30S ribosomal protein S7	2.225	2.252
YpesChrORF_YPO0202_s_at	fusA	elongation factor G	2.058	1.825
YpesChrORF_YPO0205_at	bfd	bacterioferritin-associated ferredoxin	4.071	3.592
YpesChrORF_YPO0209_s_at	rpsJ	30S ribosomal protein S10	2.673	2.913
YpesChrORF_YPO0211_s_at	rplD	50S ribosomal protein L4	2.157	2.289
YpesChrORF_YPO0213_s_at	rplB	50S ribosomal protein L2	1.811	1.816
YpesChrORF_YPO0215_s_at	rplV	50S ribosomal protein L22	3.21	2.599
YpesChrORF_YPO0217_s_at	rplP	50S ribosomal protein L16	1.845	1.805
YpesChrORF_YPO0218_s_at	rpmC	50S ribosomal protein L29	2.879	2.61
YpesChrORF_YPO0219_at	rpsQ	30S ribosomal protein S17	2.484	1.883
YpesChrORF_YPO0221_s_at	rplX	50S ribosomal protein L24	2.768	2.287
YpesChrORF_YPO0222_s_at	rplE	50S ribosomal protein L5	1.94	1.872
YpesChrORF_YPO0222a_s_at	rpsN	30S ribosomal protein S14	2.393	1.758
YpesChrORF_YPO0223_s_at	rpsH	30S ribosomal protein S8	2.381	2.53
YpesChrORF_YPO0226_s_at	rpsE	30S ribosomal protein S5	2.774	2.106
YpesChrORF_YPO0228_s_at	rplO	50S ribosomal protein L15	2.741	2.823
YpesChrORF_YPO0230_at	rpmJ	50S ribosomal protein L36	3.083	2.627
YpesChrORF_YPO0232_s_at	rpsK	30S ribosomal protein S11	2.686	2.49
YpesChrORF_YPO0236_s_at	zntR	zinc-responsive transcriptional regulator	2.368	2.096
YpesChrORF_YPO0237_s_at	YPO0237	hypothetical protein	3.406	2.364
YpesChrORF_YPO0239_s_at	trkA	potassium transporter peripheral membrane component	2.102	1.886
YpesChrORF_YPO0241_s_at	fmt	methionyl-tRNA formyltransferase	3.156	2.773
YpesChrORF_YPO0242_s_at	def	peptide deformylase	2.571	2.169
YpesChrORF_YPO0243_s_at	YPO0243	DNA protecting protein DprA	2.235	2.339
YpesChrORF_YPO0244_s_at	YPO0244	hypothetical protein	3.705	2.723
YpesChrORF_YPO0245a_s_at	YPO0245a	ribosome maturation factor	1.771	1.913
YpesChrORF_YPO0251_s_at	actP	acetate permease	2.282	1.727
YpesChrORF_YPO0253_s_at	acs	acetyl-CoA synthetase	2.003	1.814
YpesChrORF_YPO0256_s_at	YPO0256	two-component sensor/regulator	2.402	2.183
YpesChrORF_YPO0257_s_at	YPO0257	type III secretion protein	2.049	2.032
YpesChrORF_YPO0258_s_at	YPO0258	type-III secretion protein	2.399	1.961
YpesChrORF_YPO0260_s_at			3.008	2.121
YpesChrORF_YPO0260a_s_at	YPO0260a	type III secretion apparatus	2.999	2.485
YpesChrORF_YPO0261_s_at	YPO0261	type III secretion apparatus	1.833	1.979
YpesChrORF_YPO0263_at	YPO0263	type III secretion system apparatus lipoprotein	3.846	2.883
YpesChrORF_YPO0265_at	YPO0265	type III secretion system apparatus protein	3.154	2.43
YpesChrORF_YPO0267_s_at	YPO0267	type III secretion system ATPase	2.816	2.434
YpesChrORF_YPO0269_s_at	YPO0269	type III secretion system protein	1.676	1.696
YpesChrORF_YPO0270_s_at	YPO0270	type III secretion system protein	2.006	1.686
YpesChrORF_YPO0271_s_at	YPO0271	type III secretion apparatus protein	4.099	2.717
YpesChrORF_YPO0272_s_at	YPO0272	type III secretion apparatus protein	1.894	1.945
YpesChrORF_YPO0275_s_at	YPO0275	hypothetical protein	2.136	1.918
YpesChrORF_YPO0280_s_at	hmuU	hemin transport system permease HmuU	2.409	2.051
YpesChrORF_YPO0283_s_at	hmuR	hemin receptor	2.815	2.673
YpesChrORF_YPO0284_s_at	YPO0284	hypothetical protein	2.038	1.671
YpesChrORF_YPO0287_s_at	YPO0287	5,10-methylenetetrahydrofolate reductase	2.08	2.179
YpesChrORF_YPO0291_s_at	YPO0291	hypothetical protein	2.97	2.817
YpesChrORF_YPO0299_s_at	terE	tellurium resistance protein	2.42	2.311
YpesChrORF_YPO0301_s_at	YPO0301	hypothetical protein	2.538	1.734
YpesChrORF_YPO0302_s_at	YPO0302	outer membrane fimbrial usher protein	2.954	2.139
YpesChrORF_YPO0303_s_at	YPO0303	periplasmic chaperone protein	2.433	1.822
YpesChrORF_YPO0304_s_at	YPO0304	hypothetical protein	2.428	2.605
YpesChrORF_YPO0306_s_at	YPO0306	hypothetical protein	2.096	1.729
YpesChrORF_YPO0308_s_at	YPO0308	oxidoreductase	2.832	1.859
YpesChrORF_YPO0310_s_at	ubiC	chorismate pyruvate lyase	2.817	2.187
YpesChrORF_YPO0311_s_at	ubiA	4-hydroxybenzoate octaprenyltransferase	2.117	1.64
YpesChrORF_YPO0313_s_at	YPO0313	diacylglycerol kinase	2.17	2.326
YpesChrORF_YPO0315_s_at	YPO0315	zinc uptake transcriptional repressor	2.6	1.665
YpesChrORF_YPO0318_s_at	pspG	phage shock protein G	1.736	1.795
YpesChrORF_YPO0319_s_at	qor	quinone oxidoreductase, NADPH-dependent	2.918	2.331
YpesChrORF_YPO0325_s_at	ssb	single-stranded DNA-binding protein	2.466	2.721
YpesChrORF_YPO0326_s_at	YPO0326	hypothetical protein	3.487	2.911
YpesChrORF_YPO0328_s_at	rhaD	rhamnulose-1-phosphate aldolase	2.733	1.824
YpesChrORF_YPO0329_s_at	rhaA	L-rhamnose isomerase	4.868	3.113
YpesChrORF_YPO0330_s_at	rhaB	rhamnulokinase	2.606	2.604
YpesChrORF_YPO0331_s_at	YPO0331	hypothetical protein	3.152	2.255
YpesChrORF_YPO0335_s_at			1.65	1.737
YpesChrORF_YPO0337_s_at	YPO0337	hypothetical protein	2.751	1.806
YpesChrORF_YPO0338_at	YPO0338	hypothetical protein	3.388	1.631
YpesChrORF_YPO0343_s_at	hydN	4Fe-4S ferredoxin	5.539	5.018
YpesChrORF_YPO0348_s_at	aspA	aspartate ammonia-lyase	2.951	3.121
YpesChrORF_YPO0349_s_at	fxsA	FxsA protein	3.183	2.228
YpesChrORF_YPO0351_s_at	groEL	molecular chaperone GroEL	2.654	1.82
YpesChrORF_YPO0352_s_at	YPO0352	lipoprotein	2.098	1.803
YpesChrORF_YPO0353_s_at	YPO0353	hypothetical protein	1.85	1.861
YpesChrORF_YPO0354_s_at	efp	elongation factor P	2.752	2.552
YpesChrORF_YPO0355_s_at	sugE	quaternary ammonium compound-resistance protein SugE	2.293	1.71
YpesChrORF_YPO0363_s_at	YPO0363	hypothetical protein	2.745	2.36
YpesChrORF_YPO0365_s_at	YPO0365	ribosome-associated GTPase	2.942	3.168
YpesChrORF_YPO0367_s_at	YPO0367	(Fe-S)-binding protein	2.976	1.698
YpesChrORF_YPO0368_s_at	YPO0368	hypothetical protein	2.509	2.458
YpesChrORF_YPO0369_s_at	YPO0369	ATPase	1.905	2.004
YpesChrORF_YPO0370_s_at	YPO0370	N-acetylmuramoyl-L-alanine amidase	2.909	2.622
YpesChrORF_YPO0371_s_at	mutL	DNA mismatch repair protein	2.937	2.625
YpesChrORF_YPO0372_s_at	miaA	tRNA delta(2)-isopentenylpyrophosphate transferase	2.336	1.994
YpesChrORF_YPO0378_s_at	purA	adenylosuccinate synthetase	2.356	2.09
YpesChrORF_YPO0381_s_at	YPO0381	23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB	3.58	2.493
YpesChrORF_YPO0383_s_at	aidB	isovaleryl CoA dehydrogenase	2.863	2.789
YpesChrORF_YPO0384_s_at	YPO0384	biofilm stress and motility protein A	3.248	2.704
YpesChrORF_YPO0388_s_at	YPO0388	hypothetical protein	3.279	1.996
YpesChrORF_YPO0389_at			2.796	1.812
YpesChrORF_YPO0390_s_at			2.899	2.751
YpesChrORF_YPO0391_s_at	YPO0391	modification methylase	2.493	1.873
YpesChrORF_YPO0392_s_at	YPO0392	hypothetical protein	1.78	1.812
YpesChrORF_YPO0393_s_at	YPO0393	hypothetical protein	2.4	2.207
YpesChrORF_YPO0394_s_at	YPO0394	hypothetical protein	2.155	1.92
YpesChrORF_YPO0395_x_at			2.621	1.999
YpesChrORF_YPO0397_s_at	YPO0397	hypothetical protein	2.375	1.893
YpesChrORF_YPO0398_s_at	YPO0398	M48 peptidase family protein	2.567	1.637
YpesChrORF_YPO0399_s_at	YPO0399	hypothetical protein	3.529	2.995
YpesChrORF_YPO0400_s_at	YPO0400	hypothetical protein	2.111	1.634
YpesChrORF_YPO0402_s_at	YPO0402	PTS system fructose-family transporter subunit IIB	2.981	2.178
YpesChrORF_YPO0403_s_at	YPO0403	PTS system fructose family transporter subunit IIB	2.161	2.358
YpesChrORF_YPO0404_s_at	YPO0404	PTS system fructose-family transporter subunit IIC	2.317	2.425
YpesChrORF_YPO0406_s_at	YPO0406	hypothetical protein	2.173	2.074
YpesChrORF_YPO0409_s_at	YPO0409	substrate-binding protein	2.457	1.734
YpesChrORF_YPO0411_s_at	YPO0411	ABC transporter permease	2.185	2.243
YpesChrORF_YPO0412_s_at	YPO0412	ABC transporter ATP-binding protein	2.876	3.137
YpesChrORF_YPO0417_s_at	YPO0417	O-antigen biosynthesis protein	2.537	1.745
YpesChrORF_YPO0418_at			2.543	2.583
YpesChrORF_YPO0419_s_at	YPO0419	hypothetical protein	2.765	2.291
YpesChrORF_YPO0420_at	YPO0420	lipoprotein	2.042	1.823
YpesChrORF_YPO0424_s_at	YPO0424	pectinesterase	3.235	2.891
YpesChrORF_YPO0425_s_at	hmsT	HmsT protein	2.574	2.095
YpesChrORF_YPO0426_s_at	YPO0426	hypothetical protein	1.954	1.69
YpesChrORF_YPO0428_s_at	holD	DNA polymerase III subunit psi	2.644	2.562
YpesChrORF_YPO0429_s_at	rimI	ribosomal-protein-alanine N-acetyltransferase	3.375	2.81
YpesChrORF_YPO0430_s_at	prfC	peptide chain release factor 3	2.303	2.424
YpesChrORF_YPO0431_s_at	osmY	hypothetical protein	3.148	2.311
YpesChrORF_YPO0433_s_at	YPO0433	hypothetical protein	3.864	2.86
YpesChrORF_YPO0434_s_at	YPO0434	metalloenzyme	2.827	2.043
YpesChrORF_YPO0435_s_at	YPO0435	Na+ dependent nucleoside transporter family protein	2.169	1.896
YpesChrORF_YPO0439_s_at	deoB	phosphopentomutase	2.49	1.727
YpesChrORF_YPO0440_s_at	deoD	purine nucleoside phosphorylase	2.289	2.319
YpesChrORF_YPO0441_s_at	smp	hypothetical protein	2.584	2.667
YpesChrORF_YPO0442_s_at	serB	phosphoserine phosphatase	2.899	2.803
YpesChrORF_YPO0443_s_at	radA	DNA repair protein RadA	2.067	1.815
YpesChrORF_YPO0445_s_at	YPO0445	hypothetical protein	2.665	2.065
YpesChrORF_YPO0450_s_at	YPO0450	hypothetical protein	2.808	1.662
YpesChrORF_YPO0451_s_at	YPO0451	cation-transporting P-type ATPase	2.882	3.141
YpesChrORF_YPO0452_s_at	slt	lytic murein transglycosylase	2.457	2.464
YpesChrORF_YPO0453_s_at	trpR	Trp operon repressor	3.153	3.207
YpesChrORF_YPO0454_s_at	YPO0454	NTPase	2.956	3.035
YpesChrORF_YPO0456_s_at	rob	right origin-binding protein	3.853	2.833
YpesChrORF_YPO0457_s_at	creA	hypothetical protein	2.21	2.172
YpesChrORF_YPO0458_s_at	arcA	two-component response regulator	2.359	2.341
YpesChrORF_YPO0460_s_at	thrB	homoserine kinase	2.469	1.688
YpesChrORF_YPO0462_s_at	YPO0462	hypothetical protein	3.515	1.913
YpesChrORF_YPO0463_s_at	talB	transaldolase B	3.514	2.436
YpesChrORF_YPO0470_s_at	nhaA	pH-dependent sodium/proton antiporter	2.815	2.411
YpesChrORF_YPO0471_s_at	nhaR	transcriptional activator NhaR	3.193	2.035
YpesChrORF_YPO0473_at			2.35	1.965
YpesChrORF_YPO0474_s_at	ribF	bifunctional riboflavin kinase/FMN adenylyltransferase	3.302	2.366
YpesChrORF_YPO0475_s_at	ileS	isoleucyl-tRNA synthetase	2.179	2.36
YpesChrORF_YPO0476_s_at	lspA	lipoprotein signal peptidase	2.863	1.965
YpesChrORF_YPO0476a_s_at	YPO0476a	FKBP-type peptidylprolyl isomerase	3.835	3.86
YpesChrORF_YPO0481_s_at	carA	carbamoyl phosphate synthase small subunit	2.881	1.786
YpesChrORF_YPO0482_s_at	carB	carbamoyl phosphate synthase large subunit	2.722	2.602
YpesChrORF_YPO0485_s_at	YPO0485	hypothetical protein	3.77	2.003
YpesChrORF_YPO0491_s_at	apaG	ApaG protein	2.477	1.933
YpesChrORF_YPO0492_s_at	ksgA	dimethyladenosine transferase	2.865	2.647
YpesChrORF_YPO0494_s_at	surA	peptidyl-prolyl cis-trans isomerase SurA	2.555	2.774
YpesChrORF_YPO0496_s_at	djlA	Dna-J like membrane chaperone protein	2.37	2.075
YpesChrORF_YPO0498_s_at	YPO0498	hypothetical protein	2.561	2.486
YpesChrORF_YPO0500_s_at	YPO0500	hypothetical protein	2.721	1.69
YpesChrORF_YPO0501_s_at	YPO0501	hypothetical protein	2.662	2.023
YpesChrORF_YPO0502_s_at	YPO0502	hypothetical protein	2.625	2.648
YpesChrORF_YPO0504_s_at	YPO0504	hypothetical protein	2.253	2.319
YpesChrORF_YPO0505_s_at	YPO0505	hypothetical protein	4.221	2.891
YpesChrORF_YPO0507_s_at	YPO0507	hypothetical protein	3.186	2.789
YpesChrORF_YPO0508_s_at	YPO0508	pseudo	2.614	2.513
YpesChrORF_YPO0509_s_at			2.617	1.888
YpesChrORF_YPO0511a_s_at	YPO0511a	hypothetical protein	2.795	1.972
YpesChrORF_YPO0514_s_at	YPO0514	hypothetical protein	3.048	2.08
YpesChrORF_YPO0515_s_at	YPO0515	hypothetical protein	2.299	2.198
YpesChrORF_YPO0518_s_at	dinA	DNA polymerase II	3.897	2.484
YpesChrORF_YPO0519_s_at	YPO0519	DedA family membrane protein	2.105	1.648
YpesChrORF_YPO0521_s_at	thiP	thiamine transporter membrane protein	2.015	1.97
YpesChrORF_YPO0523_at	YPO0523	hypothetical protein	2.952	1.682
YpesChrORF_YPO0530_s_at	leuD	3-isopropylmalate dehydratase small subunit	2.232	1.748
YpesChrORF_YPO0531_s_at	leuC	isopropylmalate isomerase large subunit	1.973	1.989
YpesChrORF_YPO0532_s_at	leuB	3-isopropylmalate dehydrogenase	3.754	2.965
YpesChrORF_YPO0535_s_at	leuO	leucine transcriptional activator	2.775	1.881
YpesChrORF_YPO0536_at	YPO0536	hypothetical protein	2.5	2.325
YpesChrORF_YPO0537_s_at	YPO0537	AMP-binding protein	3.058	2.732
YpesChrORF_YPO0539_s_at	ilvI	acetolactate synthase 3 catalytic subunit	2.01	1.639
YpesChrORF_YPO0540_s_at	ilvH	acetolactate synthase small subunit	2.071	2.297
YpesChrORF_YPO0546_s_at	YPO0546	cell division protein MraZ	3.488	2.583
YpesChrORF_YPO0547_s_at	mraW	S-adenosyl-methyltransferase MraW	2.578	2.601
YpesChrORF_YPO0549_s_at	ftsI	penicillin-binding protein 3	3.451	3.206
YpesChrORF_YPO0553_s_at	murD	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase	1.99	1.733
YpesChrORF_YPO0555_s_at	murG	undecaprenyldiphospho-muramoylpentapeptide beta-N- acetylglucosaminyltransferase	2.199	2.351
YpesChrORF_YPO0556_s_at	murC	UDP-N-acetylmuramate--L-alanine ligase	1.815	1.741
YpesChrORF_YPO0558_s_at	ftsQ	cell division protein FtsQ	2.318	2.344
YpesChrORF_YPO0560_s_at	ftsZ	cell division protein FtsZ	2.26	1.984
YpesChrORF_YPO0563_s_at	YPO0563	SecA regulator SecM	2.922	2.1
YpesChrORF_YPO0564_s_at	secA	preprotein translocase subunit SecA	3.49	2.775
YpesChrORF_YPO0569_s_at	YPO0569	hypothetical protein	2.598	1.974
YpesChrORF_YPO0569a_s_at	YPO0569a	hypothetical protein	2.867	2.842
YpesChrORF_YPO0570_s_at	yqjD	hypothetical protein	3.84	2.749
YpesChrORF_YPO0573_s_at	YPO0573	hypothetical protein	3.476	3.09
YpesChrORF_YPO0574_s_at	yqjA	DedA family membrane protein	3.327	1.862
YpesChrORF_YPO0577_s_at	exuT	ExuT transport protein	2.675	2.656
YpesChrORF_YPO0578_at			3.213	2.139
YpesChrORF_YPO0579_s_at	uxaC	glucuronate isomerase	2.704	1.793
YpesChrORF_YPO0581_s_at	uxaA	altronate hydrolase	3.652	1.666
YpesChrORF_YPO0582_s_at	YPO0582	hypothetical protein	3.118	3.081
YpesChrORF_YPO0584_s_at	YPO0584	serine/threonine transporter SstT	2.231	2.171
YpesChrORF_YPO0585_s_at	YPO0585	MocA family oxidoreductase	4.234	3.135
YpesChrORF_YPO0587_s_at	YPO0587	autotransporter protein	2.986	3.099
YpesChrORF_YPO0589_s_at	fadH	2,4-dienoyl-CoA reductase	2.435	2.534
YpesChrORF_YPO0592_s_at	YPO0592	kinase protein	2.194	2.401
YpesChrORF_YPO0593_s_at	YPO0593	hypothetical protein	3.14	2.855
YpesChrORF_YPO0594_s_at	YPO0594	hypothetical protein	2.383	1.949
YpesChrORF_YPO0595_s_at	YPO0595	hypothetical protein	2.264	2.249
YpesChrORF_YPO0596_s_at	terX	tellurium resistance protein	2.518	1.673
YpesChrORF_YPO0597_s_at	terY	tellurium resistance protein	3.296	2.602
YpesChrORF_YPO0598_s_at	YPO0598	hemolysin activator protein	2.178	1.906
YpesChrORF_YPO0601_s_at	YPO0601	hypothetical protein	3.509	2.305
YpesChrORF_YPO0602_s_at	YPO0602	hypothetical protein	4.421	2.68
YpesChrORF_YPO0606_s_at	yapF	autotransporter protein	3.148	2.373
YpesChrORF_YPO0607_s_at	YPO0607	hypothetical protein	2.623	2.018
YpesChrORF_YPO0608_s_at	YPO0608	hypothetical protein	3.28	2.578
YpesChrORF_YPO0609_s_at	YPO0609	transporter ATP-binding protein	3.945	3.05
YpesChrORF_YPO0610_s_at	YPO0610	hypothetical protein	2.221	2.298
YpesChrORF_YPO0611_s_at	YPO0611	LacI family regulatory protein	2.651	2.763
YpesChrORF_YPO0612_s_at	YPO0612	sugar binding protein	1.807	1.82
YpesChrORF_YPO0614_s_at	YPO0614	permease	2.527	1.677
YpesChrORF_YPO0616_s_at	YPO0616	glycosyl hydrolase	3.125	2.188
YpesChrORF_YPO0617_s_at	YPO0617	hypothetical protein	4.381	3.502
YpesChrORF_YPO0624_s_at	YPO0624	hypothetical protein	2.302	1.81
YpesChrORF_YPO0625_s_at	YPO0625	hypothetical protein	2.374	1.643
YpesChrORF_YPO0626_at	YPO0626	hypothetical protein	1.818	1.659
YpesChrORF_YPO0630_s_at	YPO0630	hypothetical protein	1.844	2.009
YpesChrORF_YPO0631_s_at	YPO0631	LysR family transcriptional regulator	2.781	2.29
YpesChrORF_YPO0634_s_at	YPO0634	hypothetical protein	2.594	2.535
YpesChrORF_YPO0636_at	YPO0636	hypothetical protein	2.87	2.651
YpesChrORF_YPO0641_s_at	YPO0641	hypothetical protein	2.954	2.731
YpesChrORF_YPO0641a_s_at	YPO0641a	pseudo	3.004	1.704
YpesChrORF_YPO0642_s_at	YPO0642	hypothetical protein	2.037	2.104
YpesChrORF_YPO0645_s_at	rpsU	30S ribosomal protein S21	2.747	1.944
YpesChrORF_YPO0646_s_at	gcp	DNA-binding/iron metalloprotein/AP endonuclease	2.546	1.994
YpesChrORF_YPO0648_s_at	folB	bifunctional dihydroneopterin aldolase/dihydroneopterin triphosphate 2'-epimerase	2.151	2.327
YpesChrORF_YPO0649_s_at	uppP	undecaprenyl pyrophosphate phosphatase	3.137	2.346
YpesChrORF_YPO0650_s_at	cca	multifunctional tRNA nucleotidyl transferase/2'3'-cyclic phosphodiesterase/2'nucleotidase/phosphatase	3.9	2.359
YpesChrORF_YPO0651_s_at	YPO0651	signal transduction protein	2.709	2.574
YpesChrORF_YPO0652_at	YPO0652	hypothetical protein	2.272	2.004
YpesChrORF_YPO0653_s_at	glnE	bifunctional glutamine-synthetase adenylyltransferase/deadenyltransferase	2.542	2.587
YpesChrORF_YPO0656_s_at	YPO0656	hypothetical protein	2.863	2.429
YpesChrORF_YPO0657_at			2.229	2.394
YpesChrORF_YPO0658_s_at	ribB	3,4-dihydroxy-2-butanone-4-phosphate synthase	3.211	2.268
YpesChrORF_YPO0659_s_at	YPO0659	hypothetical protein	2.291	2.004
YpesChrORF_YPO0660_s_at	YPO0660	hypothetical protein	2.399	1.817
YpesChrORF_YPO0661_s_at	YPO0661	hypothetical protein	3.173	2.751
YpesChrORF_YPO0662_at	YPO0662	hypothetical protein	3.035	2.326
YpesChrORF_YPO0663_s_at	tolC	outer membrane channel protein	3.516	2.274
YpesChrORF_YPO0664_s_at	nudF	ADP-ribose pyrophosphatase	3.207	3.45
YpesChrORF_YPO0665_s_at	YPO0665	hypothetical protein	2.874	2.35
YpesChrORF_YPO0666_s_at	icc	cyclic 3',5'-adenosine monophosphate phosphodiesterase	3.211	2.481
YpesChrORF_YPO0667_s_at	YPO0667	esterase	3.511	2.246
YpesChrORF_YPO0669_s_at	crgA	LysR family transcriptional regulator	2.363	2.541
YpesChrORF_YPO0671_s_at	parC	DNA topoisomerase IV subunit A	2.343	1.876
YpesChrORF_YPO0673_s_at	sufI	repressor protein for FtsI	2.337	2.465
YpesChrORF_YPO0676_s_at	dkgA	2,5-diketo-D-gluconic acid reductase A	2.553	2.748
YpesChrORF_YPO0677_s_at	YPO0677	hypothetical protein	2.479	2.004
YpesChrORF_YPO0678_s_at	YPO0678	iron-containing alcohol dehydrogenase	3.131	2.507
YpesChrORF_YPO0679_s_at	YPO0679	AraC family transcriptional regulator	2.714	1.871
YpesChrORF_YPO0680_s_at	YPO0680	DedA family membrane protein	2.831	2.615
YpesChrORF_YPO0683_s_at	YPO0683	biopolymer transport protein ExbD	3.393	1.967
YpesChrORF_YPO0687_s_at	YPO0687	hypothetical protein	3.955	2.567
YpesChrORF_YPO0688_s_at	YPO0688	hypothetical protein	2.479	2.701
YpesChrORF_YPO0695_s_at	YPO0695	hypothetical protein	2.943	2.303
YpesChrORF_YPO0699_s_at	YPO0699	fimbrial chaperone protein	2.928	2.631
YpesChrORF_YPO0700_s_at	YPO0700	fimbrial protein	3.507	2.848
YpesChrORF_YPO0701_s_at	YPO0701	iron-enterobactin transporter substrate-binding protein	1.913	1.639
YpesChrORF_YPO0703_s_at	YPO0703	lipoprotein	3.542	2.882
YpesChrORF_YPO0707_s_at	fliR	flagellar assembly protein	1.731	1.751
YpesChrORF_YPO0708_s_at	fliQ	flagellar assembly protein	2.136	2.191
YpesChrORF_YPO0709_s_at	fliP	flagellar biosynthesis protein FliP	2.767	2.762
YpesChrORF_YPO0710_s_at	fliN	flagellar switch protein	2.843	1.872
YpesChrORF_YPO0714_s_at	fliF	flagellar MS-ring protein	3.056	2.517
YpesChrORF_YPO0715_s_at	fliG	flagellar motor switch protein G	2.934	2.965
YpesChrORF_YPO0716_s_at	fliH	flagellar assembly protein H	1.636	1.672
YpesChrORF_YPO0717_s_at	fliI	flagellum-specific ATP synthase	2.463	1.994
YpesChrORF_YPO0718_s_at	YPO0718	hypothetical protein	2.415	2.486
YpesChrORF_YPO0720_s_at	YPO0720	flagellar regulatory protein	3.017	2.422
YpesChrORF_YPO0723_s_at	flgC	flagellar basal body rod protein FlgC	2.805	1.721
YpesChrORF_YPO0725_s_at	flgE	flagellar hook protein FlgE	2.605	2.718
YpesChrORF_YPO0728_s_at	flgG	flagellar basal body rod protein FlgG	2.84	2.231
YpesChrORF_YPO0730_s_at	flgI	flagellar basal body P-ring biosynthesis protein FlgA	2.594	2.423
YpesChrORF_YPO0731_s_at	flgJ	peptidoglycan hydrolase	3.658	2.99
YpesChrORF_YPO0732_s_at	flgK	flagellar hook-associated protein FlgK	3.376	1.879
YpesChrORF_YPO0733_s_at	flgL	flagellar hook-associated protein FlgL	3.304	2.981
YpesChrORF_YPO0734_s_at	YPO0734	hypothetical protein	2.468	2.498
YpesChrORF_YPO0735_s_at	YPO0735	hypothetical protein	1.832	1.963
